user_id,item_list
0,6728 6615 8111 6514 8033 7873 7968 10181 7464 7553
1,8602 12784 6577 5999 16620 9747 2052 552 8756 14543
2,6597 8033 8111 6514 6728 7968 6615 7873 12995 10079
3,11537 11060 11596 11311 275 10507 12531 3253 11065 340
4,7968 6597 7873 17450 10181 6728 6615 10182 6514 8033
5,6811 1255 10866 12545 14818 9621 11673 1886 13543 2673
6,363 16808 13032 2528 7051 2328 16350 9744 6905 2320
7,2442 5493 133 4445 3384 1099 10952 10946 15211 15731
8,4837 5819 15383 2298 9686 14449 17159 14813 13703 13466
9,12365 4976 4904 3720 4148 5381 4030 5608 5374 5606
10,16291 8525 16305 8567 16457 16477 16437 8541 9643 9635
11,15415 15425 13724 96 11362 6082 14536 12888 9475 295
12,17450 13112 3994 7117 7116 5004 5051 3955 4023 16216
13,16808 4582 7376 9667 6975 15746 1208 4965 6670 2283
14,6670 17236 923 10445 16598 322 7376 4965 16808 16791
15,16573 5999 6456 772 12520 8580 2052 6577 552 391
16,10574 13876 12686 13136 11703 9849 11650 9846 9790 9575
17,16791 16808 9744 13032 9667 923 10865 16598 10726 10445
18,6811 14780 7744 3296 7751 10303 16980 15851 11887 14960
19,14026 2392 13297 4542 5691 2108 6845 13156 12098 9907
20,11584 12514 11057 11518 10254 12937 10253 9718 12906 9746
21,2831 15698 10985 8431 1070 7004 7419 11003 7195 6200
22,5974 5981 5983 6290 6214 5721 5761 5789 5797 17625
23,2328 2320 15280 10800 9037 15282 10799 4525 7751 12342
24,16255 7376 4965 3207 16791 517 2921 1607 15357 13366
25,2455 8912 17883 2180 16725 9287 13723 2470 6665 8868
26,10843 13018 12249 13769 7731 15487 14052 11362 16550 13554
27,4571 9145 14338 4607 13975 8666 13971 17181 16246 4635
28,14060 579 8491 629 8513 9704 8803 2182 14400 8666
29,7888 7878 8009 4853 4865 7984 13473 13896 4902 8043
30,10865 16598 13366 7376 9744 322 15746 2283 16350 6905
31,13546 720 17433 10302 6873 7734 10985 1381 7195 7984
32,17631 15786 8833 12944 12943 7270 5051 10954 4900 5185
33,7486 5004 12943 12944 8033 5051 1076 10645 7301 7270
34,3511 17618 5230 952 15971 2538 14851 615 1236 13940
35,5797 7495 7543 11063 2612 2636 15650 2705 15488 2494
36,10182 7486 7464 7543 10645 17450 7553 10181 7495 675
37,9865 14238 14266 17450 12136 8856 7464 17493 9861 7486
38,11764 17985 11836 5797 6011 6365 17625 17733 16436 17734
39,5090 4982 2027 6676 2298 2687 5819 15831 17159 14762
40,16476 3885 8716 6250 5999 11608 8602 9747 9363 8580
41,10062 7276 17661 17660 13688 2443 13693 7195 697 2376
42,405 16182 16162 12442 2187 12391 12804 2094 12380 2138
43,17236 9744 6905 10445 7376 923 15746 13032 6670 16598
44,17459 2698 9738 14891 8180 448 8448 17408 14436 1802
45,14096 11712 735 7228 7927 3949 5463 15998 2663 14094
46,6811 4783 7169 7172 1348 9199 7173 10798 10800 9191
47,5292 5836 10645 2393 10322 7486 15551 5847 8467 7495
48,8676 629 9426 5974 8573 8666 13975 9543 13981 13971
49,1208 4965 6233 322 17236 7376 14440 6905 16350 923
50,17553 2687 5090 2027 16778 13703 9726 4982 15383 10267
51,6514 7117 11498 7873 7968 6597 8111 5004 11480 7116
52,13767 15016 9201 10422 15123 337 1692 5962 14238 12136
53,7617 3215 7570 3238 3235 10390 12111 12112 12066 3217
54,16598 17236 6923 16350 4244 74 6670 10726 7051 15626
55,5324 16875 17842 5640 17631 8833 2756 15181 15786 7771
56,7376 1208 17236 2283 6975 15746 14052 11738 11160 6670
57,5981 11776 14987 11944 15463 16374 8326 17625 17926 11844
58,7553 10645 7486 10182 7543 7464 7495 10181 2602 8426
59,17450 10181 10182 739 15507 675 6687 14414 7964 654
60,16011 14468 14440 16791 322 14432 7376 17214 4965 13366
61,17450 7495 7486 10181 5460 7553 7543 10182 15507 7464
62,12658 17734 15712 10620 10586 10719 10553 15639 10546 10746
63,12812 14093 13622 9770 13609 10831 12794 2555 12712 2478
64,15140 12268 5638 604 16849 6146 16933 5636 16827 505
65,7116 5004 7117 5051 4900 4861 2996 824 823 2979
66,16620 552 2052 11608 3937 8756 9363 9747 8580 17525
67,7553 2996 1843 8033 3931 3369 3366 7486 2979 932
68,6233 1208 6975 16350 15746 16598 15626 2283 923 14440
69,15938 17294 17386 2112 17051 16996 16991 825 2141 8769
70,10445 17236 803 322 15746 6670 16350 15626 10726 13366
71,6905 9667 10726 6975 15626 13366 322 2283 16350 4965
72,10182 10181 133 7428 2448 17547 7429 423 4649 3981
73,17525 3937 12784 3885 2482 11608 552 16889 12520 8756
74,237 151 12641 1945 9643 12599 9658 12543 12512 9596
75,8687 562 16790 17603 539 4335 14291 14267 14278 11856
76,16809 1076 1086 14990 16507 17531 4719 6769 2585 14186
77,15732 13297 13156 14121 9489 10454 11063 6391 8862 14563
78,10976 13529 10946 9826 10454 5338 12767 7979 16925 7968
79,12998 8448 9590 8160 11832 12999 8180 5478 8259 9788
80,9145 5780 3895 17140 5765 14125 14123 17129 5754 14119
81,8735 18011 8938 10562 13758 16557 7973 5110 1941 4693
82,10719 12415 12658 2448 10831 175 14093 9846 5241 9849
83,10182 5460 7486 7495 7543 10645 7464 15507 5392 7553
84,12784 16476 6456 6570 16573 772 16874 552 391 17525
85,10553 2448 2393 5815 5317 12658 12714 12712 5836 10502
