user_id,item_list
0,5250 10943 2843 13576 5367 7001 14060 10338 6354 2178
1,16342 4265 11057 6354 5367 7001 2178 10943 2843 10338
2,6354 2178 5367 14060 10338 2204 10943 2843 7001 13576
3,246 8187 3157 14220 4144 14932 8980 258 2970 10173
4,8326 4265 11057 16342 13237 5212 9392 1890 758 7001
5,12765 3890 7681 6210 16114 84 6567 271 5245 6940
6,16342 11057 4265 5403 2178 7001 6354 5367 14060 2843
7,4265 11057 16342 2987 10432 5245 6940 10302 6589 1185
8,5403 13576 6354 10943 7001 2843 2204 10338 5250 5367
9,8326 16342 11057 4265 1890 9392 12943 13237 5212 758
10,4265 16342 11057 8326 5212 1890 758 12943 9392 13237
11,2204 14060 7001 10943 10338 6354 5367 13576 2843 5250
12,10943 5367 14060 7001 2843 5250 13576 2204 6354 2178
13,5403 14060 2204 2178 10943 7001 10338 6354 2843 13576
14,11057 16342 4265 5403 2843 7001 5250 10943 14060 10338
15,6589 10432 2987 10302 7083 6940 5245 1185 6595 11107
16,5250 2843 6354 2178 7001 13576 10338 10943 14060 2204
17,2178 6354 10338 13576 5250 2843 10943 2204 7001 14060
18,10302 7083 4887 1185 2987 6589 5245 10432 6940 12943
19,4265 11057 16342 8326 12943 1890 5212 758 13237 9392
20,5403 7001 10943 2204 5367 2178 10338 2843 14060 6354
21,2178 10338 13576 14060 6354 2204 10943 7001 5367 5250
22,16342 4265 11057 758 1890 5212 13237 9392 12943 6354
23,4265 16342 11057 12943 1890 758 5212 9392 13237 4795
24,11057 16342 4265 8326 2843 5250 10943 5367 7001 2204
25,11057 4265 12943 758 5212 1890 9392 5367 5250 6354
26,4265 11057 16342 14060 2178 2204 10338 10943 7001 5250
27,10943 2204 2843 2178 14060 13576 5367 6354 7001 10338
28,11057 16342 4265 13576 2204 5250 7001 10943 14060 5367
29,5367 13576 2204 2178 14060 6354 10338 7001 10943 2843
30,6354 10943 10338 5367 2843 13576 5250 2204 14060 7001
31,8326 16342 4265 11057 10943 5250 14060 2843 2204 5367
32,758 1890 9392 12943 13237 5212 16342 11057 4265 8326
33,10943 2178 13576 2204 7001 6354 5250 10338 14060 5367
34,5403 7001 5367 6354 10338 13576 5250 2204 2178 10943
35,11057 4265 1890 758 9392 13237 5367 2843 10338 14060
36,10432 6589 2987 6940 4887 1185 5245 10302 7083 14665
37,6354 10338 13576 5367 14060 7001 2178 10943 5250 2843
38,4265 16342 11057 13237 9392 1890 5212 758 2843 2178
39,12765 84 7681 16114 6210 3890 5403 6567 271 6354
40,16342 4265 11057 8326 5212 758 1890 9392 12943 13237
41,4265 11057 16342 8326 758 9392 13237 12943 1890 5212
42,11057 16342 4265 8326 5212 9392 758 1890 4795 5367
43,14060 10943 6354 5367 10338 7001 2843 5250 2204 2178
44,11057 4265 16342 5367 10943 2843 6354 13576 5250 7001
45,8326 11057 16342 4265 11155 1986 10137 3572 14267 5794
46,16342 11057 4265 4887 6589 6940 10302 5245 10432 7083
47,4265 11057 16342 13237 758 12943 5212 1890 9392 14119
