user_id,item_list
0,2418 1176 2637 15507 10182 10181 5460 5432 739 5392
1,6811 2597 5221 5213 11829 5212 3249 11825 15389 17524
2,923 4965 16808 322 6233 13032 10726 10865 15626 6670
3,15641 6114 4746 2633 8185 15629 11419 1056 11257 6150
4,739 17450 12821 10831 10791 12794 12714 12712 12901 10762
5,6811 10866 15922 2687 16778 8242 2298 2027 2200 15383
6,7051 2528 2440 6981 11179 6923 14818 419 1836 14349
7,12702 13861 9566 7979 5131 6533 997 15650 8641 3324
8,10267 15831 17553 8242 5819 9726 4837 2200 17159 4982
9,2320 2328 9534 12860 2494 14812 16182 12412 1722 3744
10,13372 14031 4532 8986 955 4711 5261 12599 11778 8976
11,2283 13032 16350 7376 8525 8541 8554 15626 10212 8615
12,12714 10322 2402 10719 2448 7377 12712 5836 10831 14093
13,6071 4293 12774 5186 7617 11035 15470 10130 17806 2831
14,10182 10181 7412 13170 6041 7123 5212 5213 9879 5221
15,8602 16620 16573 3885 3937 17525 2482 14543 6577 6570
16,10726 7968 1208 15746 4582 16350 17236 6728 7873 13366
17,8833 17631 8033 7873 7495 7543 6514 10181 8111 6597
18,9251 7766 13659 6640 3011 7809 7751 15521 7821 1813
19,14026 2392 5691 4542 15919 17547 13156 2494 6644 12649
20,10675 5806 9324 6591 5228 13410 16681 6507 5795 14273
21,10719 8574 17502 1541 17521 8581 13531 5287 14273 4007
22,5983 5981 5974 14278 14060 14267 14329 13758 14296 14338
23,7297 817 9311 15473 14482 8543 13304 4587 8847 11227
24,6233 6670 7376 13366 2283 10445 17236 14440 322 4582
25,10103 8050 12060 6112 5721 10062 17733 8043 7878 10677
26,5806 5815 7308 13949 12249 12830 16440 9148 7117 9224
27,13366 10445 4965 17236 923 9667 16791 322 16598 10865
28,629 579 8491 8573 8513 9704 14060 13821 13809 7429
29,13387 13370 4902 10130 13400 4865 10518 13372 7888 4803
30,9667 10726 16598 4582 16791 16808 4965 7376 17236 2283
31,10726 2283 15626 7376 10865 16808 6670 6233 16350 13366
32,14778 9140 3869 14727 14734 3829 3817 3816 3802 3892
33,8111 6615 7968 6728 8033 6597 6514 7873 15507 17450
34,4730 13593 16350 7309 2558 2559 17376 4737 17048 9148
35,7734 13293 4902 4920 10760 5196 4940 10721 7724 13131
36,14818 6811 8386 11720 8423 15392 15289 15282 8473 3591
37,9060 10675 12298 13410 6591 17135 9324 5806 12774 17943
38,17734 11776 16424 17520 17733 12379 5789 5797 5983 17625
39,5343 4786 6811 14418 2027 14813 8898 10267 14762 2298
40,7873 14526 15786 14479 4607 8573 8580 223 8602 9747
41,15037 15091 7570 15097 10360 2328 4614 8476 11676 4645
42,5797 6214 5981 8310 8326 1870 5974 6011 5721 6365
43,2283 6975 10445 16598 322 4965 6233 13366 10726 7376
44,12171 15299 12659 7098 6424 5897 15326 17950 8934 10483
45,17257 16300 17264 13178 8153 2335 13383 5004 11145 5984
46,5130 6379 7035 2376 10522 11085 2746 10518 7356 11096
47,14844 14847 16699 6687 14116 2678 13011 6051 3248 3207
48,675 739 17450 6906 517 6905 10445 16557 1870 2792
